Name,Url,Category
نصرت ٹھاکر,https://ur.wikipedia.org/wiki/%D9%86%D8%B5%D8%B1%D8%AA_%D9%B9%DA%BE%D8%A7%DA%A9%D8%B1,deaths
محمد المتوکل علی اللہ ثالث,https://ur.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%A7%D9%84%D9%85%D8%AA%D9%88%DA%A9%D9%84_%D8%B9%D9%84%DB%8C_%D8%A7%D9%84%D9%84%DB%81_%D8%AB%D8%A7%D9%84%D8%AB,deaths
جرمانیکس,https://ur.wikipedia.org/wiki/%D8%AC%D8%B1%D9%85%D8%A7%D9%86%DB%8C%DA%A9%D8%B3,deaths
فریڈرک گولینڈ ہوپکنس,https://ur.wikipedia.org/wiki/%D9%81%D8%B1%DB%8C%DA%88%D8%B1%DA%A9_%DA%AF%D9%88%D9%84%DB%8C%D9%86%DA%88_%DB%81%D9%88%D9%BE%DA%A9%D9%86%D8%B3,deaths
عبد الرحمان بجنوری,https://ur.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF_%D8%A7%D9%84%D8%B1%D8%AD%D9%85%D8%A7%D9%86_%D8%A8%D8%AC%D9%86%D9%88%D8%B1%DB%8C,deaths
وٹھل ناتھ,https://ur.wikipedia.org/wiki/%D9%88%D9%B9%DA%BE%D9%84_%D9%86%D8%A7%D8%AA%DA%BE,deaths
حنیف رامے,https://ur.wikipedia.org/wiki/%D8%AD%D9%86%DB%8C%D9%81_%D8%B1%D8%A7%D9%85%DB%92,deaths
خالد خواجہ,https://ur.wikipedia.org/wiki/%D8%AE%D8%A7%D9%84%D8%AF_%D8%AE%D9%88%D8%A7%D8%AC%DB%81,deaths
وسلاوا سزائم بورکا,https://ur.wikipedia.org/wiki/%D9%88%D8%B3%D9%84%D8%A7%D9%88%D8%A7_%D8%B3%D8%B2%D8%A7%D8%A6%D9%85_%D8%A8%D9%88%D8%B1%DA%A9%D8%A7,deaths
نکہت سزا سلطان,https://ur.wikipedia.org/wiki/%D9%86%DA%A9%DB%81%D8%AA_%D8%B3%D8%B2%D8%A7_%D8%B3%D9%84%D8%B7%D8%A7%D9%86,deaths
لارڈ ڈفرن,https://ur.wikipedia.org/wiki/%D9%84%D8%A7%D8%B1%DA%88_%DA%88%D9%81%D8%B1%D9%86,deaths
گوربخش سنگھ,https://ur.wikipedia.org/wiki/%DA%AF%D9%88%D8%B1%D8%A8%D8%AE%D8%B4_%D8%B3%D9%86%DA%AF%DA%BE,deaths
فہد بن عبدالعزیز آل سعود,https://ur.wikipedia.org/wiki/%D9%81%DB%81%D8%AF_%D8%A8%D9%86_%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%B9%D8%B2%DB%8C%D8%B2_%D8%A2%D9%84_%D8%B3%D8%B9%D9%88%D8%AF,deaths
1997ء میں وفیات,https://ur.wikipedia.org/wiki/1997%D8%A1_%D9%85%DB%8C%DA%BA_%D9%88%D9%81%DB%8C%D8%A7%D8%AA,deaths
محمد بن سعود,https://ur.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%A8%D9%86_%D8%B3%D8%B9%D9%88%D8%AF,deaths
ابو طالب مکی,https://ur.wikipedia.org/wiki/%D8%A7%D8%A8%D9%88_%D8%B7%D8%A7%D9%84%D8%A8_%D9%85%DA%A9%DB%8C,deaths
گل جمال قادین افندی,https://ur.wikipedia.org/wiki/%DA%AF%D9%84_%D8%AC%D9%85%D8%A7%D9%84_%D9%82%D8%A7%D8%AF%DB%8C%D9%86_%D8%A7%D9%81%D9%86%D8%AF%DB%8C,deaths
قاضی عبد الوحید فردوسی,https://ur.wikipedia.org/wiki/%D9%82%D8%A7%D8%B6%DB%8C_%D8%B9%D8%A8%D8%AF_%D8%A7%D9%84%D9%88%D8%AD%DB%8C%D8%AF_%D9%81%D8%B1%D8%AF%D9%88%D8%B3%DB%8C,deaths
گیزیا ڈلیڈا,https://ur.wikipedia.org/wiki/%DA%AF%DB%8C%D8%B2%DB%8C%D8%A7_%DA%88%D9%84%DB%8C%DA%88%D8%A7,deaths
پیٹر پال روبنز,https://ur.wikipedia.org/wiki/%D9%BE%DB%8C%D9%B9%D8%B1_%D9%BE%D8%A7%D9%84_%D8%B1%D9%88%D8%A8%D9%86%D8%B2,deaths
حق نواز جھنگوی,https://ur.wikipedia.org/wiki/%D8%AD%D9%82_%D9%86%D9%88%D8%A7%D8%B2_%D8%AC%DA%BE%D9%86%DA%AF%D9%88%DB%8C,deaths
محمد شریف پاشا,https://ur.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%B4%D8%B1%DB%8C%D9%81_%D9%BE%D8%A7%D8%B4%D8%A7,deaths
محمد ناصر الدین البانی,https://ur.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%86%D8%A7%D8%B5%D8%B1_%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%A7%D9%84%D8%A8%D8%A7%D9%86%DB%8C,deaths
جمیل الدین عالی,https://ur.wikipedia.org/wiki/%D8%AC%D9%85%DB%8C%D9%84_%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%B9%D8%A7%D9%84%DB%8C,deaths
شیخ ہارون,https://ur.wikipedia.org/wiki/%D8%B4%DB%8C%D8%AE_%DB%81%D8%A7%D8%B1%D9%88%D9%86,deaths
شیر افگن نیازی,https://ur.wikipedia.org/wiki/%D8%B4%DB%8C%D8%B1_%D8%A7%D9%81%DA%AF%D9%86_%D9%86%DB%8C%D8%A7%D8%B2%DB%8C,deaths
بکار بن قتیبہ,https://ur.wikipedia.org/wiki/%D8%A8%DA%A9%D8%A7%D8%B1_%D8%A8%D9%86_%D9%82%D8%AA%DB%8C%D8%A8%DB%81,deaths
غلام محمد (جہلم کا باشندہ),https://ur.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85_%D9%85%D8%AD%D9%85%D8%AF_(%D8%AC%DB%81%D9%84%D9%85_%DA%A9%D8%A7_%D8%A8%D8%A7%D8%B4%D9%86%D8%AF%DB%81),deaths
عبدالرحمن بن عوف,https://ur.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%B1%D8%AD%D9%85%D9%86_%D8%A8%D9%86_%D8%B9%D9%88%D9%81,deaths
ابو الحسن اشعری,https://ur.wikipedia.org/wiki/%D8%A7%D8%A8%D9%88_%D8%A7%D9%84%D8%AD%D8%B3%D9%86_%D8%A7%D8%B4%D8%B9%D8%B1%DB%8C,deaths
مکی قریشی,https://ur.wikipedia.org/wiki/%D9%85%DA%A9%DB%8C_%D9%82%D8%B1%DB%8C%D8%B4%DB%8C,deaths
ڈیگو ولازکوئز,https://ur.wikipedia.org/wiki/%DA%88%DB%8C%DA%AF%D9%88_%D9%88%D9%84%D8%A7%D8%B2%DA%A9%D9%88%D8%A6%D8%B2,deaths
جان ڈبلیو ڈیوس,https://ur.wikipedia.org/wiki/%D8%AC%D8%A7%D9%86_%DA%88%D8%A8%D9%84%DB%8C%D9%88_%DA%88%DB%8C%D9%88%D8%B3,deaths
اقبال حیدر,https://ur.wikipedia.org/wiki/%D8%A7%D9%82%D8%A8%D8%A7%D9%84_%D8%AD%DB%8C%D8%AF%D8%B1,deaths
2018ء میں وفیات,https://ur.wikipedia.org/wiki/2018%D8%A1_%D9%85%DB%8C%DA%BA_%D9%88%D9%81%DB%8C%D8%A7%D8%AA,deaths
خباب مولی عتبہ,https://ur.wikipedia.org/wiki/%D8%AE%D8%A8%D8%A7%D8%A8_%D9%85%D9%88%D9%84%DB%8C_%D8%B9%D8%AA%D8%A8%DB%81,deaths
محمد علی (مصنف),https://ur.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%B9%D9%84%DB%8C_(%D9%85%D8%B5%D9%86%D9%81),deaths
دیوان چمن لال,https://ur.wikipedia.org/wiki/%D8%AF%DB%8C%D9%88%D8%A7%D9%86_%DA%86%D9%85%D9%86_%D9%84%D8%A7%D9%84,deaths
نیاز سواتی,https://ur.wikipedia.org/wiki/%D9%86%DB%8C%D8%A7%D8%B2_%D8%B3%D9%88%D8%A7%D8%AA%DB%8C,deaths
امتیاز احمد (کرکٹ کھلاڑی، پیدائش 1928ء),https://ur.wikipedia.org/wiki/%D8%A7%D9%85%D8%AA%DB%8C%D8%A7%D8%B2_%D8%A7%D8%AD%D9%85%D8%AF_(%DA%A9%D8%B1%DA%A9%D9%B9_%DA%A9%DA%BE%D9%84%D8%A7%DA%91%DB%8C%D8%8C_%D9%BE%DB%8C%D8%AF%D8%A7%D8%A6%D8%B4_1928%D8%A1),deaths
گیتا بالی,https://ur.wikipedia.org/wiki/%DA%AF%DB%8C%D8%AA%D8%A7_%D8%A8%D8%A7%D9%84%DB%8C,deaths
سیاہ ریش,https://ur.wikipedia.org/wiki/%D8%B3%DB%8C%D8%A7%DB%81_%D8%B1%DB%8C%D8%B4,deaths
ابو علی الخیاط,https://ur.wikipedia.org/wiki/%D8%A7%D8%A8%D9%88_%D8%B9%D9%84%DB%8C_%D8%A7%D9%84%D8%AE%DB%8C%D8%A7%D8%B7,deaths
الفرڈ جیلنک,https://ur.wikipedia.org/wiki/%D8%A7%D9%84%D9%81%D8%B1%DA%88_%D8%AC%DB%8C%D9%84%D9%86%DA%A9,living
سید شہاب الدین سلفی فردوسی,https://ur.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B4%DB%81%D8%A7%D8%A8_%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%B3%D9%84%D9%81%DB%8C_%D9%81%D8%B1%D8%AF%D9%88%D8%B3%DB%8C,deaths
شیخ عبد العزیز شکربار,https://ur.wikipedia.org/wiki/%D8%B4%DB%8C%D8%AE_%D8%B9%D8%A8%D8%AF_%D8%A7%D9%84%D8%B9%D8%B2%DB%8C%D8%B2_%D8%B4%DA%A9%D8%B1%D8%A8%D8%A7%D8%B1,deaths
کرس کائل,https://ur.wikipedia.org/wiki/%DA%A9%D8%B1%D8%B3_%DA%A9%D8%A7%D8%A6%D9%84,deaths
فیصل بن عبدالعزیز آل سعود,https://ur.wikipedia.org/wiki/%D9%81%DB%8C%D8%B5%D9%84_%D8%A8%D9%86_%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%B9%D8%B2%DB%8C%D8%B2_%D8%A2%D9%84_%D8%B3%D8%B9%D9%88%D8%AF,deaths
جارج کرزن,https://ur.wikipedia.org/wiki/%D8%AC%D8%A7%D8%B1%D8%AC_%DA%A9%D8%B1%D8%B2%D9%86,deaths
ترکی اول بن عبدالعزیز آل سعود,https://ur.wikipedia.org/wiki/%D8%AA%D8%B1%DA%A9%DB%8C_%D8%A7%D9%88%D9%84_%D8%A8%D9%86_%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%B9%D8%B2%DB%8C%D8%B2_%D8%A2%D9%84_%D8%B3%D8%B9%D9%88%D8%AF,deaths
ایو ساں لاریں,https://ur.wikipedia.org/wiki/%D8%A7%DB%8C%D9%88_%D8%B3%D8%A7%DA%BA_%D9%84%D8%A7%D8%B1%DB%8C%DA%BA,deaths
آسرحدون,https://ur.wikipedia.org/wiki/%D8%A2%D8%B3%D8%B1%D8%AD%D8%AF%D9%88%D9%86,deaths
منورنجن داس,https://ur.wikipedia.org/wiki/%D9%85%D9%86%D9%88%D8%B1%D9%86%D8%AC%D9%86_%D8%AF%D8%A7%D8%B3,deaths
رابعہ شرمی سلطان,https://ur.wikipedia.org/wiki/%D8%B1%D8%A7%D8%A8%D8%B9%DB%81_%D8%B4%D8%B1%D9%85%DB%8C_%D8%B3%D9%84%D8%B7%D8%A7%D9%86,deaths
ساویتری (اداکارہ),https://ur.wikipedia.org/wiki/%D8%B3%D8%A7%D9%88%DB%8C%D8%AA%D8%B1%DB%8C_(%D8%A7%D8%AF%D8%A7%DA%A9%D8%A7%D8%B1%DB%81),deaths
عرفی شیرازی,https://ur.wikipedia.org/wiki/%D8%B9%D8%B1%D9%81%DB%8C_%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2%DB%8C,deaths
ہائپیشیا,https://ur.wikipedia.org/wiki/%DB%81%D8%A7%D8%A6%D9%BE%DB%8C%D8%B4%DB%8C%D8%A7,deaths
لارڈ بائرن,https://ur.wikipedia.org/wiki/%D9%84%D8%A7%D8%B1%DA%88_%D8%A8%D8%A7%D8%A6%D8%B1%D9%86,deaths
فیض الحسن سہارنپوری,https://ur.wikipedia.org/wiki/%D9%81%DB%8C%D8%B6_%D8%A7%D9%84%D8%AD%D8%B3%D9%86_%D8%B3%DB%81%D8%A7%D8%B1%D9%86%D9%BE%D9%88%D8%B1%DB%8C,deaths
ہکیجا تراجلک,https://ur.wikipedia.org/wiki/%DB%81%DA%A9%DB%8C%D8%AC%D8%A7_%D8%AA%D8%B1%D8%A7%D8%AC%D9%84%DA%A9,deaths
خاطر آفریدی,https://ur.wikipedia.org/wiki/%D8%AE%D8%A7%D8%B7%D8%B1_%D8%A2%D9%81%D8%B1%DB%8C%D8%AF%DB%8C,deaths
جولیس سیزر,https://ur.wikipedia.org/wiki/%D8%AC%D9%88%D9%84%DB%8C%D8%B3_%D8%B3%DB%8C%D8%B2%D8%B1,deaths
شاپور بختیار,https://ur.wikipedia.org/wiki/%D8%B4%D8%A7%D9%BE%D9%88%D8%B1_%D8%A8%D8%AE%D8%AA%DB%8C%D8%A7%D8%B1,deaths
ایوا پیولو,https://ur.wikipedia.org/wiki/%D8%A7%DB%8C%D9%88%D8%A7_%D9%BE%DB%8C%D9%88%D9%84%D9%88,deaths
ڈونالڈ جے کرام,https://ur.wikipedia.org/wiki/%DA%88%D9%88%D9%86%D8%A7%D9%84%DA%88_%D8%AC%DB%92_%DA%A9%D8%B1%D8%A7%D9%85,deaths
سبیالامریان,https://ur.wikipedia.org/wiki/%D8%B3%D8%A8%DB%8C%D8%A7%D9%84%D8%A7%D9%85%D8%B1%DB%8C%D8%A7%D9%86,deaths
الان مکڈیامک,https://ur.wikipedia.org/wiki/%D8%A7%D9%84%D8%A7%D9%86_%D9%85%DA%A9%DA%88%DB%8C%D8%A7%D9%85%DA%A9,deaths
بھانومتی رامکرشن,https://ur.wikipedia.org/wiki/%D8%A8%DA%BE%D8%A7%D9%86%D9%88%D9%85%D8%AA%DB%8C_%D8%B1%D8%A7%D9%85%DA%A9%D8%B1%D8%B4%D9%86,deaths
انڈری فریڈرک کونینڈ,https://ur.wikipedia.org/wiki/%D8%A7%D9%86%DA%88%D8%B1%DB%8C_%D9%81%D8%B1%DB%8C%DA%88%D8%B1%DA%A9_%DA%A9%D9%88%D9%86%DB%8C%D9%86%DA%88,deaths
ناگوانگ نامگیال,https://ur.wikipedia.org/wiki/%D9%86%D8%A7%DA%AF%D9%88%D8%A7%D9%86%DA%AF_%D9%86%D8%A7%D9%85%DA%AF%DB%8C%D8%A7%D9%84,deaths
ایلن تورنگ,https://ur.wikipedia.org/wiki/%D8%A7%DB%8C%D9%84%D9%86_%D8%AA%D9%88%D8%B1%D9%86%DA%AF,deaths
جارج ایسٹ مین,https://ur.wikipedia.org/wiki/%D8%AC%D8%A7%D8%B1%D8%AC_%D8%A7%DB%8C%D8%B3%D9%B9_%D9%85%DB%8C%D9%86,deaths
فرینک میکفر لین برنٹ,https://ur.wikipedia.org/wiki/%D9%81%D8%B1%DB%8C%D9%86%DA%A9_%D9%85%DB%8C%DA%A9%D9%81%D8%B1_%D9%84%DB%8C%D9%86_%D8%A8%D8%B1%D9%86%D9%B9,deaths
غریب بہرائچی,https://ur.wikipedia.org/wiki/%D8%BA%D8%B1%DB%8C%D8%A8_%D8%A8%DB%81%D8%B1%D8%A7%D8%A6%DA%86%DB%8C,deaths
جیمز بروک,https://ur.wikipedia.org/wiki/%D8%AC%DB%8C%D9%85%D8%B2_%D8%A8%D8%B1%D9%88%DA%A9,deaths
آمنہ بنت وہب,https://ur.wikipedia.org/wiki/%D8%A2%D9%85%D9%86%DB%81_%D8%A8%D9%86%D8%AA_%D9%88%DB%81%D8%A8,deaths
عطیہ ظفر سید,https://ur.wikipedia.org/wiki/%D8%B9%D8%B7%DB%8C%DB%81_%D8%B8%D9%81%D8%B1_%D8%B3%DB%8C%D8%AF,deaths
اگور ٹام,https://ur.wikipedia.org/wiki/%D8%A7%DA%AF%D9%88%D8%B1_%D9%B9%D8%A7%D9%85,deaths
جان کوکروفٹ,https://ur.wikipedia.org/wiki/%D8%AC%D8%A7%D9%86_%DA%A9%D9%88%DA%A9%D8%B1%D9%88%D9%81%D9%B9,deaths
اشونی کالسیکر,https://ur.wikipedia.org/wiki/%D8%A7%D8%B4%D9%88%D9%86%DB%8C_%DA%A9%D8%A7%D9%84%D8%B3%DB%8C%DA%A9%D8%B1,living
عبد العزیز ابن موسیٰ,https://ur.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF_%D8%A7%D9%84%D8%B9%D8%B2%DB%8C%D8%B2_%D8%A7%D8%A8%D9%86_%D9%85%D9%88%D8%B3%DB%8C%D9%B0,deaths
جوزف سمتھ,https://ur.wikipedia.org/wiki/%D8%AC%D9%88%D8%B2%D9%81_%D8%B3%D9%85%D8%AA%DA%BE,deaths
لوئس کیرل,https://ur.wikipedia.org/wiki/%D9%84%D9%88%D8%A6%D8%B3_%DA%A9%DB%8C%D8%B1%D9%84,deaths
حسن دین,https://ur.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%AF%DB%8C%D9%86,deaths
ماہ دوراں سلطان,https://ur.wikipedia.org/wiki/%D9%85%D8%A7%DB%81_%D8%AF%D9%88%D8%B1%D8%A7%DA%BA_%D8%B3%D9%84%D8%B7%D8%A7%D9%86,deaths
جان لاک,https://ur.wikipedia.org/wiki/%D8%AC%D8%A7%D9%86_%D9%84%D8%A7%DA%A9,deaths
پیوٹر ایلیچ چائکوفسکی,https://ur.wikipedia.org/wiki/%D9%BE%DB%8C%D9%88%D9%B9%D8%B1_%D8%A7%DB%8C%D9%84%DB%8C%DA%86_%DA%86%D8%A7%D8%A6%DA%A9%D9%88%D9%81%D8%B3%DA%A9%DB%8C,deaths
عبد الرحمٰن الناصر,https://ur.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF_%D8%A7%D9%84%D8%B1%D8%AD%D9%85%D9%B0%D9%86_%D8%A7%D9%84%D9%86%D8%A7%D8%B5%D8%B1,deaths
سطام بن عبدالعزیز آل سعود,https://ur.wikipedia.org/wiki/%D8%B3%D8%B7%D8%A7%D9%85_%D8%A8%D9%86_%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%B9%D8%B2%DB%8C%D8%B2_%D8%A2%D9%84_%D8%B3%D8%B9%D9%88%D8%AF,deaths
کریم خان زند,https://ur.wikipedia.org/wiki/%DA%A9%D8%B1%DB%8C%D9%85_%D8%AE%D8%A7%D9%86_%D8%B2%D9%86%D8%AF,deaths
ملکہ نورجہاں,https://ur.wikipedia.org/wiki/%D9%85%D9%84%DA%A9%DB%81_%D9%86%D9%88%D8%B1%D8%AC%DB%81%D8%A7%DA%BA,deaths
میلکم ایکس,https://ur.wikipedia.org/wiki/%D9%85%DB%8C%D9%84%DA%A9%D9%85_%D8%A7%DB%8C%DA%A9%D8%B3,deaths
ایستھر جون,https://ur.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B3%D8%AA%DA%BE%D8%B1_%D8%AC%D9%88%D9%86,deaths
حافظ دوست محمد للہی,https://ur.wikipedia.org/wiki/%D8%AD%D8%A7%D9%81%D8%B8_%D8%AF%D9%88%D8%B3%D8%AA_%D9%85%D8%AD%D9%85%D8%AF_%D9%84%D9%84%DB%81%DB%8C,deaths
سپہر شکوہ,https://ur.wikipedia.org/wiki/%D8%B3%D9%BE%DB%81%D8%B1_%D8%B4%DA%A9%D9%88%DB%81,deaths
عبد العزیز رنتیسی,https://ur.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF_%D8%A7%D9%84%D8%B9%D8%B2%DB%8C%D8%B2_%D8%B1%D9%86%D8%AA%DB%8C%D8%B3%DB%8C,deaths
اظہر علی,https://ur.wikipedia.org/wiki/%D8%A7%D8%B8%DB%81%D8%B1_%D8%B9%D9%84%DB%8C,living
فرانسس روڈون ہیسٹنگز,https://ur.wikipedia.org/wiki/%D9%81%D8%B1%D8%A7%D9%86%D8%B3%D8%B3_%D8%B1%D9%88%DA%88%D9%88%D9%86_%DB%81%DB%8C%D8%B3%D9%B9%D9%86%DA%AF%D8%B2,deaths
محمد ظفر اللہ خان,https://ur.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%B8%D9%81%D8%B1_%D8%A7%D9%84%D9%84%DB%81_%D8%AE%D8%A7%D9%86,deaths
جنس کرسچئین سکو,https://ur.wikipedia.org/wiki/%D8%AC%D9%86%D8%B3_%DA%A9%D8%B1%D8%B3%DA%86%D8%A6%DB%8C%D9%86_%D8%B3%DA%A9%D9%88,deaths
حوزے سارا ماگو,https://ur.wikipedia.org/wiki/%D8%AD%D9%88%D8%B2%DB%92_%D8%B3%D8%A7%D8%B1%D8%A7_%D9%85%D8%A7%DA%AF%D9%88,deaths
عبد اللہ بن زبیر حمیدی,https://ur.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF_%D8%A7%D9%84%D9%84%DB%81_%D8%A8%D9%86_%D8%B2%D8%A8%DB%8C%D8%B1_%D8%AD%D9%85%DB%8C%D8%AF%DB%8C,deaths
زیب النساء,https://ur.wikipedia.org/wiki/%D8%B2%DB%8C%D8%A8_%D8%A7%D9%84%D9%86%D8%B3%D8%A7%D8%A1,deaths
پرتیونیال سلطان,https://ur.wikipedia.org/wiki/%D9%BE%D8%B1%D8%AA%DB%8C%D9%88%D9%86%DB%8C%D8%A7%D9%84_%D8%B3%D9%84%D8%B7%D8%A7%D9%86,deaths
جین کارمین,https://ur.wikipedia.org/wiki/%D8%AC%DB%8C%D9%86_%DA%A9%D8%A7%D8%B1%D9%85%DB%8C%D9%86,deaths
ونی منڈیلا,https://ur.wikipedia.org/wiki/%D9%88%D9%86%DB%8C_%D9%85%D9%86%DA%88%DB%8C%D9%84%D8%A7,deaths
لیونڈ ہروکز,https://ur.wikipedia.org/wiki/%D9%84%DB%8C%D9%88%D9%86%DA%88_%DB%81%D8%B1%D9%88%DA%A9%D8%B2,deaths
محمد خان قاجار,https://ur.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%AE%D8%A7%D9%86_%D9%82%D8%A7%D8%AC%D8%A7%D8%B1,deaths
محمد حسین شہریار التبریزی,https://ur.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%AD%D8%B3%DB%8C%D9%86_%D8%B4%DB%81%D8%B1%DB%8C%D8%A7%D8%B1_%D8%A7%D9%84%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2%DB%8C,deaths
سیریل ریڈکلف,https://ur.wikipedia.org/wiki/%D8%B3%DB%8C%D8%B1%DB%8C%D9%84_%D8%B1%DB%8C%DA%88%DA%A9%D9%84%D9%81,deaths
